name,entropy,packages,controlflow,string_visibility,code_reuse,api_suspicion,description
30cd9c09f5aca65c35cbc311cd89989759fe38eb731536f2ec6b35db686918e8,5.003995895385742,66,5.0,1.0,0.066,0.6254994869232178,extracted_from_dataset
49b46367c6b57118651487eca82cf820732956d74334ee9d37dc0c3079161fc8,5.7023658919715565,858,5.0,1.0,0.858,71.27957364964446,extracted_from_dataset
be1b1c2ccb95583073a3e7d058de3aec31d55e909fb2efcee1c7f9d45faefd2b,6.531392574310303,8,5.0,1.0,0.008,81.64240717887878,extracted_from_dataset
32d080620607c2d7fc296f232c4f9f538bb6d89f804572e0c93c3c71e8332bcc,6.576557159423828,8,5.0,1.0,0.008,82.20696449279785,extracted_from_dataset
89d76d495bc34cb238abcfe44eae9db25ddecf51a428f6ab81bcd77dbef6fe43,6.193393707275391,70,5.0,1.0,0.07,1.5483484268188477,extracted_from_dataset
7b2094cfd948eaf26662fc664d62b83c6c6c7b20d7b74837713cfe7a5c49ed72,6.061770439147949,59,5.0,1.0,0.059,1.5154426097869873,extracted_from_dataset
00ea366e12b6236f5a007f29ef854b052aacab2271ca2e4ca0630ce461af627c,5.225778102874756,151,5.0,1.0,0.151,100.0,extracted_from_dataset
15b0161471d188d926d046efc00c063ca43678e0d156a9bdafd60459b653d9b5,6.390376091003418,157,5.0,1.0,0.157,79.87970113754272,extracted_from_dataset
6e37bc2d2cb63354dc276973cb623d75abb0a2562b28a0e5385edb37ad0863d4,5.624524599667188,159,5.0,1.0,0.159,4.218393449750391,extracted_from_dataset
3113704f803a1087f715c5d77f5958401e018ade07ad4a30154b630316d0cd8b,5.494696617126465,174,5.0,1.0,0.174,68.68370771408081,extracted_from_dataset
6884a9991efa5ed4b96ac4f7c0a7bc354a9e325f0430fb5128f4e884eb1cf9fc,5.981019973754883,16,5.0,1.0,0.016,74.76274967193604,extracted_from_dataset
d85bbd0cc979e1cd1ab0a36eec00bb5dce353dde2432082f4d8ba852d30e83ef,5.344588279724121,85,5.0,1.0,0.085,66.80735349655151,extracted_from_dataset
43427e5a6c2cb3c4e5c2c8066bf2955213ebfbc847c6b6216a857035a201efcd,6.559202194213867,9,5.0,1.0,0.009,81.99002742767334,extracted_from_dataset
35098b5cb5e2dd85b34c9b481db3c182d8f9e222cbf987441550145a8c064a28,5.329015731811523,84,5.0,1.0,0.084,66.61269664764404,extracted_from_dataset
e628506db2f4a8b3c1ca12abfbd0b7d9349a023a50963567b3b084195c3cd23c,6.0855793952941895,158,5.0,1.0,0.158,4.564184546470642,extracted_from_dataset
a9ac7e80069d8aeed0d624cd68f5bc3462043dd68825ef03ad9e076d30f8f5ff,5.188629627227783,7,5.0,0.3,0.007,64.85787034034729,extracted_from_dataset
60bb6d97f83122bfe75c518cb70c507079f83aad78dc7f259350b1158fa2f86b,5.291572093963623,265,5.0,1.0,0.265,66.14465117454529,extracted_from_dataset
ffcee5239fa20c179c52482bae16df7ec73987a719595d3a159c44ed8380c118,5.135639667510986,75,5.0,1.0,0.075,64.19549584388733,extracted_from_dataset
5b871bd3d15fc95f497c863d5ac03f5a262ca8a194458377dd5ee5f61c9012b4,6.05799388885498,8,5.0,1.0,0.008,1.514498472213745,extracted_from_dataset
dc61f25aa9f600cb78473bc11ba3ba0d4f1c1e575d66750c9ee1d1ed329532c3,5.9164252281188965,15,5.0,1.0,0.015,73.9553153514862,extracted_from_dataset
0d9083f1fdd78807ba2d584812e18a175a23aa0162c6e0de335cd21a9de2b924,5.903037526814471,580,5.0,1.0,0.58,0.7378796908518088,extracted_from_dataset
05337ba7addddcf6cf1cb9cca424338733f6f467d1045cc377bf9ab30f81f2ea,5.334952354431152,67,5.0,1.0,0.067,0.666869044303894,extracted_from_dataset
a2abc717469443a5b65e5a02a421ab961239871caa325ef997a7ffa7dd0a2b63,6.532557487487793,12,5.0,1.0,0.012,81.65696859359741,extracted_from_dataset
4d2d23d997f3bf29addf08f8e6eaa784540b29106c2f6172b3def1944dcafbc8,6.545607079689066,16,5.0,1.0,0.016,81.82008849611333,extracted_from_dataset
2be9a11dbf70bc9c701478842f6f681b85acc478440e1be8410c2b8136f92363,6.470917503080711,329,5.0,1.0,0.329,80.88646878850889,extracted_from_dataset
5907cb94e65057a26527478622a84030ea7e1a851844a4c9615c7e478d903e57,6.096653988392147,555,5.0,1.0,0.555,11.431226228235273,extracted_from_dataset
72a9a22e4b291a7d720b75ba7152b9c3c83b94dfaf4e889307f2d404f9a0e3cc,5.982558250427246,264,5.0,1.0,0.264,74.78197813034058,extracted_from_dataset
2413c10271204ac07802e646ebd7450a2a2f932aa0570a094af0caa9c2cfbf88,5.718595504760742,310,5.0,1.0,0.31,71.48244380950928,extracted_from_dataset
960a039dc0561627548540ee04136aaaea81329918c8f8850413c12afa195cf5,5.540635585784912,152,5.0,1.0,0.152,69.2579448223114,extracted_from_dataset
ab25e0696530557a19b3d4fddf6bd8a10490a125633e8e91065359c46921976c,6.449560152775923,262,5.0,1.0,0.262,80.61950190969904,extracted_from_dataset
df610e3cdfe2cda283145f3f1513347a10907c96787c6a2c0190f1186172506a,6.498978614807129,164,5.0,1.0,0.164,81.23723268508911,extracted_from_dataset
241141269c9df82e129d10078a3be9596c41af1bce2cef8a97918ebfdabab0ba,6.58250617980957,8,5.0,1.0,0.008,82.28132724761963,extracted_from_dataset
52e9c3e36ea27f127d375f525919e413a00b7a04aa2f74cbb9d669c3968a8d44,6.5212602615356445,182,5.0,1.0,0.182,81.51575326919556,extracted_from_dataset
854f89e12d8e54dba3ffae9754383e5c0fb5fe4a78d2aa56309bcf43a1d5c483,6.4760643868643495,329,5.0,1.0,0.329,80.95080483580436,extracted_from_dataset
ec2909bd235ec17d561de3262ac8ca45eaf5f9fc58898cda64fed59dbb030bb0,6.564733505249023,8,5.0,1.0,0.008,82.0591688156128,extracted_from_dataset
9cfba02dba8c1c0ec24b120a3353e0eb8f30cc18ceacfa5cae2406f880d74b56,5.504724979400635,202,5.0,1.0,0.202,68.80906224250793,extracted_from_dataset
f50ce6c07450b79d88f04f9581c043bab260bf25e32fe205f36e632dcf0e7dfd,5.885863304138184,130,5.0,1.0,0.13,7.3573291301727295,extracted_from_dataset
58fd9e2c9b9700cfb11e1ef0845d6cc9aa78955890bd49295bd97e8b364ad906,6.574784278869629,8,5.0,1.0,0.008,82.18480348587036,extracted_from_dataset
bbba0a97e96f193295f4ba46ca0bf3feea9769e649b2057e0470c1196a924e7e,6.583586699929638,7,5.0,1.0,0.007,82.29483374912047,extracted_from_dataset
899b0d3df7829345223a1d4c29d1246c5eecec8e6d84151791f8505f7dd3c039,6.564239025115967,11,5.0,1.0,0.011,54.154971957206726,extracted_from_dataset
8ae9c18e8f966b1c8a9fce4c012b846e79d9ebfaaa598f4ff19153eea71ddda2,6.540952682495117,10,5.0,1.0,0.01,81.76190853118896,extracted_from_dataset
15780c5f018f12ad218e909c7fef6ca937961a67ee625bc961a281e788b711e5,6.508449077606201,82,5.0,1.0,0.082,81.35561347007751,extracted_from_dataset
a9c94f8397d0f5df912037abc58531ae8a211e4dbc484c3605376259759734b2,6.5842397984429475,70,5.0,1.0,0.07,1.6460599496107369,extracted_from_dataset
473d07a10eacb7a01f0a51c93caf6911aede7bc01a02ffbcd83771481135c3fd,5.563412666320801,137,5.0,1.0,0.137,69.54265832901001,extracted_from_dataset
efeabfc7666d64ed16869912c5295de2d3aecfd5dddea37db5ab52804889f983,5.792913561516065,264,5.0,1.0,0.264,72.41141951895081,extracted_from_dataset
dea5b0b34d74e3762acd87d4e2caa851d212a7ae27c27975eb51a93ef41946eb,6.549915662983954,184,5.0,1.0,0.184,81.87394578729943,extracted_from_dataset
4c5e2534edf9697d0ad9b383592f4d071aadd4fe7e3a9306cdb3fb9c65439582,5.9369072914123535,68,5.0,1.0,0.068,74.21134114265442,extracted_from_dataset
5c96e5dcaa8a720eb4a2c633298418b6e548fcab891cfb32bfdc9becc84919fc,5.245954513549805,5,5.0,1.0,0.005,65.57443141937256,extracted_from_dataset
34d0282fe39f5ed692e2dc0d49b1aa1b53b25f98d0d4c3535f1c22051eb7e5c8,5.673232078552246,414,5.0,1.0,0.414,70.91540098190308,extracted_from_dataset
407c9ec38e61b8f633310b6a1a0a6209111dcc0e894878784c58c0002c15179a,5.9942121505737305,433,5.0,1.0,0.433,36.7145494222641,extracted_from_dataset
232fc7630110f49e399cb9e6419fc9ba603ecc040676d44da717fa1006f7fbe1,5.507047653198242,157,5.0,1.0,0.157,2.065142869949341,extracted_from_dataset
87003cd9920a82e52a275c07d092c4769da0bfde959824c410754386441e0821,5.888033390045166,105,5.0,1.0,0.105,1.4720083475112915,extracted_from_dataset
a86f427dc72a9964a170fc47e5017acebbf96dbc38eea199e1038658640aa910,5.751903533935547,352,5.0,1.0,0.352,71.89879417419434,extracted_from_dataset
2cfc72aa6733452423464eed5c87930d63167163ca4b633abc0011e1ded852f3,6.5293474197387695,123,5.0,1.0,0.123,81.61684274673462,extracted_from_dataset
b96f16aa6fc0afd3635cd5b3cf35bae87a89ad4ba33f091983c9daead1909c67,5.814794063568115,313,5.0,1.0,0.313,72.68492579460144,extracted_from_dataset
0b5758d067043b95eb2224a6850c96356e66a631b75e46727ec40b368be124e8,5.734744548797607,55,5.0,1.0,0.055,2.8673722743988037,extracted_from_dataset
eb6d3be6d0ee2ce3a82e016950a0020f7373f44d4ddbd1b47a1de77e338956a4,5.309607982635498,61,5.0,1.0,0.061,66.37009978294373,extracted_from_dataset
0e2627cecbd28205cc168e8d2ce0fdf43842c86cf1ef40ec3a4e6a91e7ee65bf,6.5837867154304615,156,5.0,1.0,0.156,82.29733394288077,extracted_from_dataset
6cb97328136d40fa24053d52ad12d85bc070e4f0e8f474d612209e7111698533,5.920244541585129,23,5.0,1.0,0.023,74.00305676981411,extracted_from_dataset
5548ec7fa01eb25192675d6f2ad732bfb9ac4b23871d9d75c9bb1db4250f9db3,6.045618681933612,16,5.0,1.0,0.016,75.57023352417015,extracted_from_dataset
ae60e993c6c182686de246da80bc5dfe85e0fc0aecc13b61279b1137f23ccc87,6.490145683288574,7,5.0,1.0,0.007,81.12682104110718,extracted_from_dataset
68f4ca01c97d6128c1c2d7d97ccf60162a790873bcc22e576ce8aab08366696f,6.558731555938721,8,5.0,1.0,0.008,81.98414444923401,extracted_from_dataset
c17fbb9f2332fcc8950f78bc9ea2af4a6b2122a3dd9eadd054df04ab7082bf6b,5.600711345672607,126,5.0,1.0,0.126,70.00889182090759,extracted_from_dataset
351e7e5e4403770b8540621f8344fef34344fa982d15884a2fa932409137d2a0,5.517043590545654,158,5.0,1.0,0.158,68.96304488182068,extracted_from_dataset
4a32ab7fb8244b2ff4e22c96b73520f7f2338f31677a9c1d1a4fbfdf9ec99fe3,6.58258056640625,10,5.0,1.0,0.01,82.28225708007812,extracted_from_dataset
927ef4753bf19041cd0eeca8763237dd80162b7d97f0f66062e4339d813e2d62,6.583526363802674,103,5.0,1.0,0.103,82.29407954753343,extracted_from_dataset
61d2f76be1b061a1823cfaa8de60e36cb5ce8b3694b4c8bcc426304d77d1597e,6.564217567443848,8,5.0,1.0,0.008,82.0527195930481,extracted_from_dataset
ee092c3ec534d876416d5eeb9fa079395c64631ce25f0ead9dc3fc491278f60e,5.264651775360107,120,5.0,1.0,0.12,65.80814719200134,extracted_from_dataset
7a0f6ce5b7eff75c38b4d0baac469627a99a88a92c0bc0c6c869374b14208219,6.091114997863769,79,5.0,1.0,0.079,76.1389374732971,extracted_from_dataset
694461e4c2a262e5b0a4176af3744da97a868023619b826549b59ebf7c18b901,5.7015228271484375,422,5.0,1.0,0.422,71.26903533935547,extracted_from_dataset
dd7bc5128a8793c71c6919be011f587a19055849d9af5e0a5120504c00cd7417,5.849061012268066,96,5.0,1.0,0.096,2.924530506134033,extracted_from_dataset
cb985e3585273725c9a2f0a4a5e88f005547f3320b52be3690dbb3816054d488,4.731049537658691,1,5.0,0.169,0.3,2.956905961036682,extracted_from_dataset
06ba35a548a1067b6342c7f63b9469f4c45409908eb3c70f049113a9c0b900dc,5.149986743927002,366,5.0,1.0,0.366,100.0,extracted_from_dataset
600fd3310cabd7c7535c69a889a4832e1e385e723d5658baa04050701fd1e92a,5.199043273925781,141,5.0,1.0,0.141,64.98804092407227,extracted_from_dataset
9b27af0b7cd16c1ce2c8edd987848a917ba310ce79a9ff6f30f182ac9e8883fc,5.964299201965332,81,5.0,1.0,0.081,1.491074800491333,extracted_from_dataset
7926001a5e5ab60ea6a4ed49f1804f8f5872d7ef2ed60710fe2e5efa36d1169c,6.185959815979004,287,5.0,1.0,0.287,27.063574194908142,extracted_from_dataset
63ed5109840cb1f6bc5e153aec6136aa33dc9a82acb037b433319765a1b71d11,6.574461936950684,99,5.0,1.0,0.099,82.18077421188354,extracted_from_dataset
68449f07846b6992617cfdc0fdfd767eb3a66dc1f7f0035cf0ed73f48c7d88a7,5.998391151428223,174,5.0,1.0,0.174,2.2493966817855835,extracted_from_dataset
3abd80f03993b664b92e7f21e44ceca518b1866691bed06d095f079464ff61a9,5.819392204284668,75,5.0,1.0,0.075,5.091968178749085,extracted_from_dataset
ad146629d6c286b42bf69ed768cb9eb0266f17f68c07e47039b8b84e9bac05a6,5.195560455322266,1,5.0,1.0,0.001,64.94450569152832,extracted_from_dataset
5524d9cb1c2366d43f2a61f51d1f0dcca738762f23dc594bf8fccf469523ada9,5.59294843673706,383,5.0,1.0,0.383,69.91185545921324,extracted_from_dataset
e53be74d53604dd320ccf50cb3063718f493ffaea8985ae66d861361092d79d0,5.7891387939453125,205,5.0,1.0,0.205,72.3642349243164,extracted_from_dataset
0a28b82e45cf934d520ac738eb81a629d7c8742ee4868fad9d97e4f921ab9943,5.624519348144531,406,5.0,1.0,0.406,70.30649185180664,extracted_from_dataset
84ccacdd22793a9165350ce35419941b46dfde41bf2a155db175eeb434c4e974,5.967946529388428,257,5.0,1.0,0.257,2.2379799485206604,extracted_from_dataset
60b4cb83b6366d1a8a1c8823a054d5a4dbf779ea6a1ab33c7bdd3ce9337e9c8f,5.73438835144043,140,5.0,1.0,0.14,2.867194175720215,extracted_from_dataset
748fccfe004ba3980c0e5d4d51c32f063f2040f97f2956f792536623459954ba,5.704232215881348,152,5.0,1.0,0.152,71.30290269851685,extracted_from_dataset
58c6cddb9568e351442b628c90c2704d13b4622cb98fc1ae85ec74df3dee1516,5.182913780212402,87,5.0,1.0,0.087,64.78642225265503,extracted_from_dataset
b70f93ed2c897281d5fe478079d4d890efe87ffa91d1e928b19e2a9dad9f5240,5.416929721832275,173,5.0,1.0,0.173,67.71162152290344,extracted_from_dataset
61f0141ecde226328b696fc9de5e9ebe2f94e9deba010752d6a38f6a7ecdf192,5.579546928405762,268,5.0,1.0,0.268,69.74433660507202,extracted_from_dataset
13d38c4cf57ac1c82e6b94f5f5cb3521d063967a4f357aaa3bf7d2d4d8336449,6.503579139709473,85,5.0,1.0,0.085,81.29473924636841,extracted_from_dataset
0a187cc0b9a254c6e652879632a4cde0086f3ea36ea6115c880ec1a052876659,6.061001777648926,89,5.0,1.0,0.089,3.030500888824463,extracted_from_dataset
8ffc590c69b399f02788107a75f76c03745fd46250f5972838fa844d805b96eb,5.828827381134033,209,5.0,1.0,0.209,100.0,extracted_from_dataset
9ef61a494e36f3bafa35916a58317b30f0ac7996daf44f02c08345126731a915,5.234245777130127,152,5.0,1.0,0.152,65.42807221412659,extracted_from_dataset
107b30c0dba82904a3f8da0ea8bd45b28c9577b422b0fbfa813dd761c5cc78ad,5.777105331420898,299,5.0,1.0,0.299,72.21381664276123,extracted_from_dataset
10fa26072ad35ecf4988312537abaade4bf1c2baf9882561b2c27414efa4667d,6.127307891845703,201,5.0,1.0,0.201,76.59134864807129,extracted_from_dataset
986a03d8157428d71c0200c382040d1e2ef6903afc08b628556bfdfb156eac58,5.807333273273122,87,5.0,1.0,0.087,72.59166591591402,extracted_from_dataset
b2050badca06298bfd21591f1673fe9ac731f16e3bf867fb7cdfee10f55f219a,5.494579792022705,1,5.0,1.0,0.001,68.68224740028381,extracted_from_dataset
c7aff5a656d6e14c10ead9d99d50e7e9ee98e3c64885c2fdfc4f1a0730cf18bb,5.905643776589123,143,5.0,1.0,0.143,73.82054720736404,extracted_from_dataset
83bbb98a2ec8b8abb684b2e16511017da35bc105e8e4929c9f6c9139b07e5119,6.379582405090332,70,5.0,1.0,0.07,1.594895601272583,extracted_from_dataset
2289d34ef640f79b5e0f34605bbde19d7b20f28cb03e4f8dd181169415a77ce1,6.3743133544921875,154,5.0,1.0,0.154,79.67891693115234,extracted_from_dataset
9c38e8abf33d6fa1e356fcd57d57870db77a56b7aaa88b05b9a70317dbed4429,5.667793273925781,19,5.0,0.616,0.019,70.84741592407227,extracted_from_dataset
74dca5c2b64997ac1af7789aa9c722fd35b08178e570843fd92210d370a5d6e6,6.058102414480965,579,5.0,1.0,0.579,75.72628018101206,extracted_from_dataset
5270ebbbfe4c5cd4644d3e07a206c3dc72e5628d68a803ff3fa12fd0b8da796a,3.751323938369751,1,5.0,0.219,0.3,46.89154922962189,extracted_from_dataset
01c9673503ef25ca37054c7fa91221f1d90d2bf8f5e1b0d5c50c81b7cb58bf55,5.540565013885498,118,5.0,1.0,0.118,69.25706267356873,extracted_from_dataset
e1ba545ef3b372d96675b120cd23a16d12f7bcee4d2b1f878bab69a205dd0500,5.159132657112829,1,5.0,1.0,0.001,64.48915821391036,extracted_from_dataset
590aedea847f699efedfc471f8b0eed5ce9d42f12ea91f6be1865c4a7df09679,5.470902442932129,56,5.0,1.0,0.056,68.38628053665161,extracted_from_dataset
d58c1e1e99e2e6ebb90665af8a703c211331df7a4517cca5541c2adc514661db,5.6562042236328125,138,5.0,1.0,0.138,70.70255279541016,extracted_from_dataset
6ae9a2b6d2b7054d5197ceac6d7a038696995bcad84dcb3c73a4d0af946fce35,4.984731674194336,10,5.0,0.212,0.01,62.3091459274292,extracted_from_dataset
23140eda1358aa72f123aff2b07f56d7c5ed0cfa93c8a9b38da78e98a984292b,3.446985244750976,1,5.0,0.432,0.3,43.0873155593872,extracted_from_dataset
b596c83a5cdf68e07bd0ece5cfb84bab888cfd17cc2de0be36bf9adf1b3f0e4e,5.498152256011963,101,5.0,1.0,0.101,68.72690320014954,extracted_from_dataset
2d9ba6d1e192cd6d24b87c41aa122d10adcf1d967a4cbc797ad5959227b8c2fd,5.772697925567627,330,5.0,1.0,0.33,72.15872406959534,extracted_from_dataset
bc661d932b0e249f73563372309bf4ec77c4da6f5dd07fa7a3e816f024237dcb,6.107751117928965,657,5.0,1.0,0.657,9.92509556663457,extracted_from_dataset
5aa92ba2615eb9825d9b9c1d3156e7c9010f584330a6f3f86cf7ef50a2cfad80,5.089805126190185,1,5.0,1.0,0.001,63.622564077377305,extracted_from_dataset
617046886930260facb8cc1af337a25e247a185ebedc662981fb51ca10058a23,5.373861789703369,70,5.0,1.0,0.07,67.17327237129211,extracted_from_dataset
9bafb117d269d9ced61c2aec24d1cac56ebf932638a1c7f08f70789b9b932820,5.24299955368042,86,5.0,1.0,0.086,65.53749442100525,extracted_from_dataset
9ce337ed0d148e6c5e9f25a10258a07375b6b4f97f1c87e8581b255ff90694ca,5.587413787841797,156,5.0,1.0,0.156,69.84267234802246,extracted_from_dataset
3a3ab53a1cf4c9405d069f0d38c53e810398d4f6fd15fd594917f66533445bdb,5.796390056610107,67,5.0,1.0,0.067,5.796390056610107,extracted_from_dataset
bcb632e7b9b1c36f3fd5856590a2f3a9e4f80722325c5e73f1a371b6ee48eab9,5.497097969055176,155,5.0,1.0,0.155,68.7137246131897,extracted_from_dataset
ed768fbef4099cc73aaee49ba9a75ceecd5618204f9768e0b109afb5cb5c242e,5.557498931884766,162,5.0,1.0,0.162,69.46873664855957,extracted_from_dataset
6652fac86f9cbc8230dc61721afbb19b91a4e87979559d940df5dc250e02db74,5.706598281860352,6,5.0,0.486,0.006,14.266495704650879,extracted_from_dataset
f43515caab0d12975d0ab88a413e46482fbe67ec7bbc299d3037aefe4a1f0e0c,6.54465913772583,7,5.0,1.0,0.007,81.80823922157288,extracted_from_dataset
76fa83198b1a63fa7c78c11da61054a524bf0a70650a8a4c121a00dc06baf42a,5.011479141463049,1,5.0,1.0,0.001,62.64348926828811,extracted_from_dataset
3fdf65853b98aa5ac271b3876e80058d25b2d9e76d8807369c51e8f85a80ccdb,5.659523963928223,39,5.0,1.0,0.039,0.7074404954910278,extracted_from_dataset
d520754ef1f3f8b8b9723d6e2ca3dcd10144f201d900abb2c5a7d47a8c873138,6.5625691413879395,9,5.0,1.0,0.009,82.03211426734924,extracted_from_dataset
8062cb7063bb64e2ffc05265becc3a07038cd9a6c9a4d549bd019babc76d6537,5.504062175750732,139,5.0,1.0,0.139,68.80077719688416,extracted_from_dataset
888da187623940e896c13a7ab6d081de8905f95c4ae41012a86213b3f8d9f317,5.584828853607178,337,5.0,1.0,0.337,69.81036067008972,extracted_from_dataset
7996b5f70e38c15acf2c7f449a140e2e0b44d6ca624295dc36ca45f0e43a2795,5.690700054168701,88,5.0,1.0,0.088,2.8453500270843506,extracted_from_dataset
ac56143dd81cf9ac03b52afa6928d2cf2b142e3672c4ddc0a6dc3fc6f01695ff,6.360952854156494,74,5.0,1.0,0.074,3.180476427078247,extracted_from_dataset
ed5eb3f62d66a5813b553a539a605af9e8c0ce59d68f34eea8efb107091134ee,5.841701507568359,123,5.0,1.0,0.123,2.9208507537841797,extracted_from_dataset
e282d4cf416f41e74e975d5e2a90dd26e4bf0342ef84626501e6ab5c3d1a5492,5.801988124847412,88,5.0,1.0,0.088,2.900994062423706,extracted_from_dataset
5a751ed367ef0ac35681bfe4d2c37f1da72f7f422b411f2626988d51d0efe53d,4.418834686279297,1,5.0,1.0,0.001,55.23543357849121,extracted_from_dataset
01kcPWA9K2BOxQeS5Rju,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
04EjIdbPV5e1XroFOpiN,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
05EeG39MTRrI6VY21DPd,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
05rJTUWYAKNegBk2wE8X,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
0AnoOZDNbPXIr2MRBSCJ,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
0AwWs42SUQ19mI7eDcTC,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
0cH8YeO15ZywEhPrJvmj,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
0DNVFKwYlcjO7bTfJ5p1,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
0DqUX5rkg3IbMY6BLGCE,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
0eaNKwluUmkYdIvZ923c,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
0fHVZKeTE6iRb1PIQ4au,6.5,150,6.0,0.3,0.6,65.0,malware_label_1
